COG20_FUNCTION,enrichment_score,unadjusted_p_value,adjusted_q_value,associated_groups,accession,gene_clusters_ids,p_Other,p_Sourdough,N_Other,N_Sourdough
"Type II secretory pathway, component PulF (PulF) (PDB:2VMA)",3.477986249,0.062190377,0.352412136,Other,COG1459,"GC_00006561, GC_00006573, GC_00006816, GC_00007731",0.3438,0.1379,32,29
Cobalamin biosynthesis protein CbiG (CbiG),3.477986249,0.062190377,0.352412136,Sourdough,COG2073,"GC_00003050, GC_00004472, GC_00004890, GC_00005314, GC_00005445, GC_00010949",0.6562,0.8621,32,29
"Predicted sugar hydrolase, contains GT1 and HAD domains (PDB:1YYC)",3.477986249,0.062190377,0.352412136,Other,COG5610,"GC_00004619, GC_00005699, GC_00011080",0.3438,0.1379,32,29
Amino acid racemase YgeA (RacX) (PDB:5ELL),3.477986249,0.062190377,0.352412136,Other,COG1794,"GC_00002815, GC_00003207, GC_00006202",0.3438,0.1379,32,29
"Zn-dependent glyoxalase, PhnB family (PhnB) (PDB:5KEF) (PUBMED:28034013)",3.421072384,0.064369187,0.359761363,Sourdough,COG2764,GC_00005760,0.0312,0.1724,32,29
"GGDEF domain, diguanylate cyclase (c-di-GMP synthetase) or its enzymatically inactive variants (GGDEF) (PDB:6D9M)!!!Extracytoplasmic sensor domain CHASE3 (specificity unknown) (CHASE3) (PDB:3VA9)",3.421072384,0.064369187,0.359761363,Sourdough,COG2199!!!COG5278,GC_00005680,0.0312,0.1724,32,29
Transmembrane transcriptional regulator RsiW (anti-sigma-W factor) (RsiW),3.412345461,0.06471041,0.359761363,Sourdough,COG5662,GC_00003340,0.0938,0.2759,32,29
"Peptidoglycan-binding (PGRP) domain of peptidoglycan hydrolases (PGRP) (PDB:4FET)!!!Phage-related lysozyme (muramidase), GH24 family (RrrD) (PDB:4ZPU)",3.412345461,0.06471041,0.359761363,Sourdough,COG3409!!!COG3772,"GC_00002893, GC_00010279",0.0938,0.2759,32,29
"EntF, seryl-AMP synthase component  of non-ribosomal peptide synthetase (EntF) (PDB:5ES5)!!!Thioesterase domain of type I polyketide synthase or non-ribosomal peptide synthetase (EntF2) (PDB:5JA1)",3.412345461,0.06471041,0.359761363,Sourdough,COG1020!!!COG3319,GC_00003418,0.0938,0.2759,32,29
"UDP:flavonoid glycosyltransferase YjiC, YdhE family (YjiC) (PDB:2ACV) (PUBMED:23974133)",3.412345461,0.06471041,0.359761363,Sourdough,COG1819,GC_00003433,0.0938,0.2759,32,29
"Transposase and inactivated derivatives, TnpA family",3.411556095,0.064741369,0.359761363,Other,COG4644,"GC_00002541, GC_00002673, GC_00002860, GC_00003679, GC_00006744",0.4688,0.2414,32,29
"ABC-type amino acid transport system, permease component (HisM) (PDB:4YMS)",3.411556095,0.064741369,0.359761363,Other,COG0765,"GC_00004849, GC_00005522, GC_00005528, GC_00005535, GC_00006392, GC_00006475, GC_00006826, GC_00007012",0.4688,0.2414,32,29
DNA-binding transcriptional regulator AlpA (AlpA),3.201411978,0.073574724,0.407859882,Sourdough,COG3311,"GC_00003026, GC_00003312, GC_00003455, GC_00005486, GC_00005912, GC_00005940, GC_00006325, GC_00006602, GC_00006807, GC_00006971, GC_00007423, GC_00008101, GC_00008958, GC_00009175, GC_00009897, GC_00010043, GC_00011575",0.5,0.7241,32,29
Membrane carboxypeptidase/penicillin-binding protein PbpC (PbpC),3.115128276,0.077568371,0.41896673,Sourdough,COG4953,"GC_00003409, GC_00011024",0.125,0.3103,32,29
Precorrin-8X methylmutase CbiC/CobH (CobH) (PDB:1F2V),3.04401235,0.081035393,0.41896673,Sourdough,COG2082,GC_00001351,0.7188,0.8966,32,29
Precorrin-4 methylase (CobM) (PDB:4E16),3.04401235,0.081035393,0.41896673,Sourdough,COG2875,GC_00001318,0.7188,0.8966,32,29
Cytochrome c2 (Cyc7) (PDB:1YEA),3.04401235,0.081035393,0.41896673,Sourdough,COG3474,"GC_00002036, GC_00002509, GC_00008926, GC_00011047, GC_00011519",0.7188,0.8966,32,29
Precorrin-6B methylase 1 (CobL)!!!Precorrin-6B methylase 2 (CobL) (PDB:1F38),3.04401235,0.081035393,0.41896673,Sourdough,COG2241!!!COG2242,"GC_00001673, GC_00004727",0.7188,0.8966,32,29
Precorrin-2 methylase (CobF) (PDB:2QBU),3.04401235,0.081035393,0.41896673,Sourdough,COG2243,"GC_00001671, GC_00004747, GC_00004748",0.7188,0.8966,32,29
Precorrin-3B methylase (CobJ) (PDB:2ZVB),3.04401235,0.081035393,0.41896673,Sourdough,COG1010,GC_00001346,0.7188,0.8966,32,29
"ABC-type sugar transport system, permease component (UgpA) (PDB:3FH6)",3.04401235,0.081035393,0.41896673,Other,COG1175,"GC_00003308, GC_00005272",0.2812,0.1034,32,29
"ABC-type glycerol-3-phosphate transport system, periplasmic component (UgpB) (PDB:2Z8D)",3.04401235,0.081035393,0.41896673,Other,COG1653,"GC_00003102, GC_00005289",0.2812,0.1034,32,29
"ABC-type glycerol-3-phosphate transport system, permease component (UgpE) (PDB:1VR4)",3.04401235,0.081035393,0.41896673,Other,COG0395,"GC_00003245, GC_00005214",0.2812,0.1034,32,29
"ABC-type sugar transport system, ATPase component MalK (MalK) (PDB:2ONK)",3.04401235,0.081035393,0.41896673,Other,COG3839,GC_00003125,0.2812,0.1034,32,29
"Predicted transcriptional regulator, contains ribbon-helix-helix (RHH_1) domain (PutA1) (PDB:6IYA)",2.903519086,0.0883864,0.41896673,Other,COG3905,"GC_00003294, GC_00004810, GC_00005501, GC_00005703, GC_00005773, GC_00005785, GC_00006089, GC_00008073, GC_00009758",0.5625,0.3448,32,29
Dihydroxyacetone kinase (DAK1) (PDB:1UN8),2.903519086,0.0883864,0.41896673,Other,COG2376,"GC_00002196, GC_00005050",0.5625,0.3448,32,29
Flavin-binding protein dodecin (PDB:1MOG) (PUBMED:12679016),2.860979527,0.09075222,0.41896673,Other,COG3360,GC_00008273,0.0938,0,32,29
dsDNA-binding nucleoid-associated protein YejK/NdpA (NdpA) (PUBMED:24043617),2.860979527,0.09075222,0.41896673,Other,COG3081,GC_00008041,0.0938,0,32,29
Methyl-accepting chemotaxis protein (MCP) (Tar) (PDB:1QU7)!!!Signal transduction histidine kinase (PDB:2QHK),2.860979527,0.09075222,0.41896673,Other,COG0840!!!COG4564,GC_00008138,0.0938,0,32,29
"UDP-2,3-diacylglucosamine pyrophosphatase LpxH (LpxH) (PDB:5WLY)",2.860979527,0.09075222,0.41896673,Other,COG2908,GC_00008337,0.0938,0,32,29
"Cbb3-type cytochrome oxidase, cytochrome c subunit FixO (CcoO) (PDB:3MK7)!!!Thiosulfate dehydrogenase TsdA, contains C-terminal cytochrome c domain (TsdA) (PUBMED:32457501)",2.860979527,0.09075222,0.41896673,Other,COG2993!!!COG3258,GC_00007338,0.0938,0,32,29
"Sporulation protein YlmC, YlmC/YmxH family, contains PRC-barrel domain (YlmC) (PDB:1PM3)",2.860979527,0.09075222,0.41896673,Other,COG1873,GC_00007940,0.0938,0,32,29
"ABC-type molybdate transport system, permease component ModB (ModB)",2.860979527,0.09075222,0.41896673,Other,COG4149,GC_00007827,0.0938,0,32,29
RNA degradosome component RraA (regulator of RNase E activity) (RraA) (PDB:1J3L) (PUBMED:20471400),2.860979527,0.09075222,0.41896673,Other,COG0684,GC_00007913,0.0938,0,32,29
ATP-dependent DNA ligase (CDC9) (PDB:1A0I)!!!Eukaryotic-type DNA primase (LigD) (PDB:5DMU),2.860979527,0.09075222,0.41896673,Other,COG1793!!!COG3285,GC_00007766,0.0938,0,32,29
"Cbb3-type cytochrome oxidase, subunit 1 (CcoN) (PDB:3MK7)",2.860979527,0.09075222,0.41896673,Other,COG3278,GC_00007578,0.0938,0,32,29
Pterin-4a-carbinolamine dehydratase (PhhB) (PDB:1DCH),2.860979527,0.09075222,0.41896673,Other,COG2154,GC_00008027,0.0938,0,32,29
"CRISPR/Cas system-associated protein Cas5, RAMP superfamily (Cas5)",2.860979527,0.09075222,0.41896673,Other,COG1688,GC_00008663,0.0938,0,32,29
Long-chain fatty acid transport protein (FadL) (PDB:1T16),2.860979527,0.09075222,0.41896673,Other,COG2067,GC_00008492,0.0938,0,32,29
"Isoaspartyl peptidase or L-asparaginase, Ntn-hydrolase superfamily (IaaA) (PDB:1APY)",2.860979527,0.09075222,0.41896673,Other,COG1446,GC_00007788,0.0938,0,32,29
"Predicted transcriptional regulator, contains XRE-type HTH domain (AF0184)",2.860979527,0.09075222,0.41896673,Other,COG2522,GC_00007529,0.0938,0,32,29
Arginine/ornithine N-succinyltransferase beta subunit (AstA) (PDB:1YLE),2.860979527,0.09075222,0.41896673,Other,COG3138,GC_00008330,0.0938,0,32,29
"Type IV pilus assembly protein, ATPase PilM (PilM) (PDB:2YCH)",2.860979527,0.09075222,0.41896673,Other,COG4972,GC_00008078,0.0938,0,32,29
"Transcriptional regulator, contains XRE-family HTH domain (HipB) (PDB:1ADR)!!!Uncharacterized conserved protein, cupin superfamily",2.860979527,0.09075222,0.41896673,Other,COG1396!!!COG3837,GC_00007742,0.0938,0,32,29
Ni/Co/Cd-binding protein CnrX (heavy-metal resistance) (CnrX) (PUBMED:18992246),2.860979527,0.09075222,0.41896673,Other,COG5612,GC_00008360,0.0938,0,32,29
Phospholipase/lecithinase/hemolysin (PDB:6JL1),2.860979527,0.09075222,0.41896673,Other,COG3240,GC_00008516,0.0938,0,32,29
"Predicted hydrocarbon binding protein, contains 4VR domain (PDB:2OSD)",2.860979527,0.09075222,0.41896673,Other,COG1719,GC_00007019,0.0938,0,32,29
Succinylarginine dihydrolase (AstB) (PDB:1YNF),2.860979527,0.09075222,0.41896673,Other,COG3724,GC_00008031,0.0938,0,32,29
ADP-ribosylglycohydrolase (DraG) (PDB:1T5J)!!!Protein-tyrosine phosphatase (CDC14) (PDB:1D5R),2.860979527,0.09075222,0.41896673,Other,COG1397!!!COG2453,GC_00006997,0.0938,0,32,29
"Uncharacterized conserved protein, DUF1150 family",2.860979527,0.09075222,0.41896673,Sourdough,COG5568,"GC_00001439, GC_00003735, GC_00007886",0.9062,1,32,29
Ribosomal protein L32 (RpmF) (PDB:1VS6) (PUBMED:17114934),2.860979527,0.09075222,0.41896673,Sourdough,COG0333,GC_00000947,0.9062,1,32,29
"Acid resistance membrane protein HdeD, DUF308 family (HdeD) (PUBMED:12694615;28802266)",2.860979527,0.09075222,0.41896673,Sourdough,COG3247,"GC_00001326, GC_00004080",0.9062,1,32,29
"Endo-beta-1,2-glucanase, glucoamylase superfamily (PDB:3EU8) (PUBMED:28270506)",2.860979527,0.09075222,0.41896673,Sourdough,COG5368,GC_00000958,0.9062,1,32,29
Threonine/homoserine/homoserine lactone efflux protein (RhtB),2.860979527,0.09075222,0.41896673,Sourdough,COG1280,"GC_00002571, GC_00002916, GC_00003014, GC_00003269, GC_00003915, GC_00004883, GC_00005365, GC_00005420, GC_00005656",0.9062,1,32,29
"Mannose or cellobiose epimerase, N-acyl-D-glucosamine 2-epimerase family (YihS) (PDB:2ZBL)",2.860979527,0.09075222,0.41896673,Sourdough,COG2942,"GC_00001871, GC_00001902, GC_00003126, GC_00004232, GC_00006056",0.9062,1,32,29
NADH dehydrogenase/NADH:ubiquinone oxidoreductase 75 kD subunit (chain G) (NuoG) (PDB:1C4A),2.860979527,0.09075222,0.41896673,Sourdough,COG1034,"GC_00001255, GC_00003617, GC_00004915, GC_00005375, GC_00009967",0.9062,1,32,29
Threonine aldolase (GLY1) (PDB:4LNJ),2.860979527,0.09075222,0.41896673,Sourdough,COG2008,"GC_00000080, GC_00002863",0.9062,1,32,29
Proline dehydrogenase (PutA) (PDB:5KF6)!!!Delta 1-pyrroline-5-carboxylate dehydrogenase (PutA2) (PDB:5KF6),2.860979527,0.09075222,0.41896673,Sourdough,COG0506!!!COG4230,GC_00000898,0.9062,1,32,29
Carboxypeptidase C (cathepsin A) (Kex1) (PDB:1AC5),2.860979527,0.09075222,0.41896673,Sourdough,COG2939,"GC_00000956, GC_00001803",0.9062,1,32,29
2-oxo-4-hydroxy-4-carboxy--5-ureidoimidazoline (OHCU) decarboxylase (uric acid degradation) (PucL) (PDB:2O70),2.860979527,0.09075222,0.41896673,Sourdough,COG3195,"GC_00001416, GC_00002407, GC_00003779",0.9062,1,32,29
"Predicted acyltransferase, LPLAT superfamily",2.817787883,0.093224803,0.41896673,Other,COG4261,"GC_00003021, GC_00005779",0.4062,0.2069,32,29
Acyl-coenzyme A synthetase/AMP-(fatty) acid ligase (Acs) (PDB:4B2O) (PUBMED:14638756)!!!3-hydroxymyristoyl/3-hydroxydecanoyl-(acyl carrier protein) dehydratase (FabA) (PDB:1MKA),2.817787883,0.093224803,0.41896673,Other,COG0365!!!COG0764,"GC_00003174, GC_00005809, GC_00008990",0.4062,0.2069,32,29
"Predicted 3-hydroxylacyl-ACP dehydratase, HotDog domain",2.817787883,0.093224803,0.41896673,Other,COG4706,"GC_00003540, GC_00005655, GC_00007385",0.4062,0.2069,32,29
Predicted exporter,2.817787883,0.093224803,0.41896673,Other,COG4258,GC_00002363,0.4062,0.2069,32,29
"Metal-responsive transcriptional regulator, contains CopG/Arc/MetJ DNA-binding domain (NikR) (PDB:1Q5V)",2.784057049,0.095206717,0.41896673,Sourdough,COG0864,"GC_00002552, GC_00007266",0.1875,0.3793,32,29
"Uncharacterized membrane protein YphA, DoxX/SURF4 family (DoxX)",2.784057049,0.095206717,0.41896673,Sourdough,COG2259,"GC_00004354, GC_00004686",0.1875,0.3793,32,29
"Transcriptional regulator GlxA, contains an amidase domain and an AraC-type DNA-binding HTH domain (GlxA)",2.784057049,0.095206717,0.41896673,Other,COG4977,"GC_00002405, GC_00002433, GC_00003581, GC_00004851, GC_00005776, GC_00006164, GC_00006870, GC_00007950, GC_00007990, GC_00008105, GC_00009494, GC_00009495, GC_00010474",0.8125,0.6207,32,29
Large exoprotein involved in heme utilization or adhesion (FhaB) (PDB:4RM6),2.78384712,0.095219194,0.41896673,Other,COG3210,"GC_00000003, GC_00002294, GC_00002616, GC_00002909, GC_00003009, GC_00003017, GC_00003032, GC_00003164, GC_00003177, GC_00003182, GC_00003276, GC_00003569, GC_00004020, GC_00004412, GC_00004413, GC_00004423, GC_00004424, GC_00004443, GC_00004482, GC_00004495, GC_00004560, GC_00004626, GC_00004778, GC_00005038, GC_00005172, GC_00005371, GC_00005411, GC_00005612, GC_00005966, GC_00006038, GC_00006144, GC_00006162, GC_00006166, GC_00006455, GC_00006699, GC_00006723, GC_00006746, GC_00007128, GC_00007445, GC_00007448, GC_00007449, GC_00007726, GC_00008044, GC_00008243, GC_00008746, GC_00008883, GC_00009258, GC_00009260, GC_00009458, GC_00009465, GC_00009866, GC_00010421, GC_00010537, GC_00010572, GC_00010872, GC_00010996, GC_00011713",0.9375,0.7931,32,29
"Phage terminase, small subunit (XtmA) (PDB:4ZC3)",2.78384712,0.095219194,0.41896673,Sourdough,COG3728,"GC_00006045, GC_00007969",0.0625,0.2069,32,29
"NAD(P)H-nitrite reductase, large subunit (NirB)!!!Flavorubredoxin (NorV) (PDB:4D02)",2.78384712,0.095219194,0.41896673,Sourdough,COG1251!!!COG1773,GC_00005046,0.0625,0.2069,32,29
Formate hydrogenlyase subunit HyfC (HyfC) (PDB:6CFW),2.720933629,0.09904007,0.41896673,Other,COG0650,"GC_00001964, GC_00011272, GC_00011716",0.625,0.4138,32,29
"CheY-like REC (receiver) domain, includes chemotaxis protein CheY  and sporulation regulator Spo0F (CheY) (PDB:6QRJ)!!!Bacteriophytochrome (light-regulated signal transduction histidine kinase) (PDB:2VEA)",2.720933629,0.09904007,0.41896673,Other,COG0784!!!COG4251,"GC_00001919, GC_00008564, GC_00009714, GC_00010107",0.625,0.4138,32,29
"7,8-dihydro-6-hydroxymethylpterin pyrophosphokinase (folate biosynthesis) (FolK) (PDB:1CBK)",2.713648759,0.099493188,0.41896673,Sourdough,COG0801,GC_00001135,0.7812,0.931,32,29
"ABC-type uncharacterized transport system, ATPase component",2.713648759,0.099493188,0.41896673,Other,COG4586,GC_00004491,0.2188,0.069,32,29
"Succinate dehydrogenase/fumarate reductase, flavoprotein subunit (SdhA) (PDB:1KF6)",2.713648759,0.099493188,0.41896673,Sourdough,COG1053,"GC_00001068, GC_00006330, GC_00010065, GC_00011008, GC_00011620",0.7812,0.931,32,29
"Ribonucleotide monophosphatase NagD, HAD superfamily (NagD) (PDB:1PW5)",2.713648759,0.099493188,0.41896673,Sourdough,COG0647,GC_00001178,0.7812,0.931,32,29
Thymidine kinase (Tdk) (PDB:1W4R),2.713648759,0.099493188,0.41896673,Other,COG1435,GC_00003797,0.2188,0.069,32,29
Trans-aconitate methyltransferase (Tam) (PDB:2P35),2.713648759,0.099493188,0.41896673,Other,COG4106,GC_00004085,0.2188,0.069,32,29
"Signal transduction histidine kinase (BaeS) (PDB:1JOY)!!!CheY-like REC (receiver) domain, includes chemotaxis protein CheY  and sporulation regulator Spo0F (CheY) (PDB:6QRJ)!!!DNA-binding transcriptional response regulator, NtrC family, contains REC, AAA-type ATPase, and a Fis-type DNA-binding domains (AtoC) (PDB:1ZY2)",2.713648759,0.099493188,0.41896673,Sourdough,COG0642!!!COG0784!!!COG2204,"GC_00001341, GC_00006394",0.7812,0.931,32,29
"Fe-S cluster-containing oxidoreductase, includes glycolate oxidase subunit GlcF (GlpC)!!!FAD/FMN-containing lactate dehydrogenase/glycolate oxidase (GlcD) (PDB:1AHU)",2.713648759,0.099493188,0.41896673,Other,COG0247!!!COG0277,GC_00003488,0.2188,0.069,32,29
Dihydroneopterin aldolase (FolB) (PDB:1B9L),2.713648759,0.099493188,0.41896673,Sourdough,COG1539,"GC_00001110, GC_00008563",0.7812,0.931,32,29
"Uncharacterized conserved protein, DUF1178 domain",2.713648759,0.099493188,0.41896673,Sourdough,COG5319,"GC_00001582, GC_00005516, GC_00008731",0.7812,0.931,32,29
Membrane-bound lytic murein transglycosylase (MltA) (PDB:2AE0),2.713648759,0.099493188,0.41896673,Other,COG2821,GC_00004254,0.2188,0.069,32,29
"PAS domain (PAS) (PDB:2MWG)!!!GAF domain (GAF)!!!Two-component sensor histidine kinase, HisKA and HATPase domains (PDB:4R39)",2.713648759,0.099493188,0.41896673,Other,COG2202!!!COG2203!!!COG3920,GC_00004669,0.2188,0.069,32,29
"Signal transduction histidine kinase (BaeS) (PDB:1JOY)!!!CheY-like REC (receiver) domain, includes chemotaxis protein CheY  and sporulation regulator Spo0F (CheY) (PDB:6QRJ)!!!PAS domain (PAS) (PDB:2MWG)!!!GAF domain (GAF)",2.713648759,0.099493188,0.41896673,Other,COG0642!!!COG0784!!!COG2202!!!COG2203,GC_00004681,0.2188,0.069,32,29
"Histidinol phosphatase/D-glycero-mannoheptose bisphosphatephosphatase, HAD superfamily (HisB1/GmhB) (PDB:2GMW) (PUBMED:20050615;20050614)!!!NDP-sugar pyrophosphorylase, includes eIF-2Bgamma, eIF-2Bepsilon, and LPS biosynthesis protein s (GCD1) (PDB:6JQ8)",2.713648759,0.099493188,0.41896673,Other,COG0241!!!COG1208,GC_00003576,0.2188,0.069,32,29
"Glycosyltransferase involved in cell wall bisynthesis (RfaB) (PDB:2IV7)!!!Glycosyltransferase, catalytic subunit of cellulose synthase and poly-beta-1,6-N-acetylglucosamine synthase (BcsA) (PDB:4HG6)",2.713648759,0.099493188,0.41896673,Other,COG0438!!!COG1215,GC_00004497,0.2188,0.069,32,29
"ATP-dependent protease HslVU (ClpYQ), ATPase subunit HslU (HslU) (PDB:1DO0)",2.713648759,0.099493188,0.41896673,Sourdough,COG1220,GC_00001164,0.7812,0.931,32,29
Signal transduction histidine kinase ComP (ComP) (PDB:4GT8),2.713648759,0.099493188,0.41896673,Other,COG4585,GC_00004107,0.2188,0.069,32,29
Isocitrate dehydrogenase (Icd) (PDB:1IDD),2.713648759,0.099493188,0.41896673,Sourdough,COG0538,GC_00001076,0.7812,0.931,32,29
"Uncharacterized periplasmic protein SanA, affects membrane permeability for vancomycin (SanA)",2.713648759,0.099493188,0.41896673,Other,COG2949,GC_00004415,0.2188,0.069,32,29
"Succinate dehydrogenase/fumarate reductase, cytochrome b subunit (SdhC) (PDB:2WU2) (PUBMED:18511537)",2.713648759,0.099493188,0.41896673,Sourdough,COG2009,GC_00001083,0.7812,0.931,32,29
5'-deoxynucleotidase YfbR and related HD superfamily hydrolases (YfbR) (PDB:2PAQ),2.713648759,0.099493188,0.41896673,Other,COG1896,GC_00004103,0.2188,0.069,32,29
"YciI superfamily enzyme, includes 5-CHQ dehydrochlorinase, contains active-site pHis (YciI) (PDB:1MWQ) (PUBMED:15779043;23955343)",2.713648759,0.099493188,0.41896673,Sourdough,COG2350,"GC_00001092, GC_00002777",0.7812,0.931,32,29
"Pyruvate/2-oxoglutarate/acetoin dehydrogenase complex, dehydrogenase (E1) component, beta subunit (AcoB) (PDB:2OZL)",2.713648759,0.099493188,0.41896673,Sourdough,COG0022,GC_00001106,0.7812,0.931,32,29
"ATP-dependent protease HslVU (ClpYQ), peptidase subunit (HslV) (PDB:5JI3)",2.713648759,0.099493188,0.41896673,Sourdough,COG5405,GC_00001101,0.7812,0.931,32,29
Aminoglycoside N3'-acetyltransferase (YokD) (PDB:2NYG),2.713648759,0.099493188,0.41896673,Other,COG2746,GC_00003641,0.2188,0.069,32,29
"Flp pilus assembly protein TadG, includes N-terminal TadE domain (TadG) (PUBMED:12010986)",2.713648759,0.099493188,0.41896673,Other,COG4961,"GC_00008128, GC_00008131, GC_00008172, GC_00008505, GC_00010063, GC_00010142, GC_00011612",0.2188,0.069,32,29
"Succinate dehydrogenase, hydrophobic anchor subunit (SdhD) (PDB:2WS3)",2.713648759,0.099493188,0.41896673,Sourdough,COG2142,GC_00001074,0.7812,0.931,32,29
"ABC-type uncharacterized transport system, permease component",2.713648759,0.099493188,0.41896673,Other,COG4587,"GC_00003844, GC_00004051",0.2188,0.069,32,29
"Transcriptional regulator, contains Arc/MetJ-type RHH (ribbon-helix-helix) DNA-binding domain (ParD) (PDB:3KXE)",2.713648759,0.099493188,0.41896673,Other,COG3609,"GC_00006589, GC_00008410, GC_00010587",0.2188,0.069,32,29
Phage large terminase packaging protein,2.713648759,0.099493188,0.41896673,Other,COG5323,GC_00004362,0.2188,0.069,32,29
"Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide acyltransferase (E2) component (AceF) (PDB:1B5S)!!!Dihydrolipoamide dehydrogenase (E3) component of pyruvate/2-oxoglutarate dehydrogenase complex or glutathione oxidoreductase (Lpd) (PDB:6QKG)",2.713648759,0.099493188,0.41896673,Sourdough,COG0508!!!COG1249,GC_00001096,0.7812,0.931,32,29
Bacteriophytochrome (light-regulated signal transduction histidine kinase) (PDB:2VEA),2.713648759,0.099493188,0.41896673,Other,COG4251,GC_00004558,0.2188,0.069,32,29
